year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,carrier_delay,weather_delay,origin,destination,scheduled_departure_time,actual_departure_time,scheduled_arrival_time,actual_arrival_time,flight_status
2020,12,HA,Hawaiian Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",46.0,3.0,3.0,0.0,0.0,64.0,0.0,ORD,LAX,14:33,14:45,16:07,16:35,delayed
2020,12,HA,Hawaiian Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",51.0,14.0,14.0,0.0,0.0,298.0,0.0,SFO,LAX,16:36,16:37,17:45,18:06,delayed
2020,12,MQ,Envoy Air,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",25.0,0.0,0.0,0.0,0.0,0.0,0.0,PHX,ORD,10:11,10:14,11:51,12:12,delayed
2020,12,MQ,Envoy Air,AUS,"Austin, TX: Austin - Bergstrom International",12.0,2.0,0.0,0.0,2.0,0.0,0.0,ATL,JFK,04:18,04:18,05:56,06:03,on-time
2020,12,MQ,Envoy Air,BNA,"Nashville, TN: Nashville International",5.0,0.0,0.0,0.0,0.0,0.0,0.0,PHX,JFK,01:50,01:54,03:05,03:30,delayed
2020,12,MQ,Envoy Air,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",23.0,1.0,1.0,0.0,0.0,34.0,0.0,MIA,ATL,01:59,02:12,03:02,03:07,on-time
2020,12,MQ,Envoy Air,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",25.0,1.0,0.0,0.0,1.0,0.0,0.0,SFO,DFW,09:34,09:46,11:16,11:26,on-time
2020,12,MQ,Envoy Air,DTW,"Detroit, MI: Detroit Metro Wayne County",4.0,1.0,0.0,0.0,1.0,0.0,0.0,ATL,SFO,15:00,15:01,16:30,16:46,delayed
2020,12,MQ,Envoy Air,GCK,"Garden City, KS: Garden City Regional",58.0,11.0,7.0,0.0,2.0,232.0,0.0,DEN,ORD,02:21,02:36,04:00,04:01,on-time
2020,12,MQ,Envoy Air,HDN,"Hayden, CO: Yampa Valley",13.0,2.0,1.0,0.0,1.0,27.0,0.0,JFK,ORD,09:54,10:03,10:58,11:10,on-time
2020,12,MQ,Envoy Air,HRL,"Harlingen/San Benito, TX: Valley International",6.0,0.0,0.0,0.0,0.0,0.0,0.0,DFW,ORD,17:32,17:38,18:34,18:38,on-time
2020,12,MQ,Envoy Air,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",24.0,1.0,0.0,0.0,1.0,0.0,0.0,DFW,SEA,19:21,19:27,20:52,21:09,delayed
2020,12,MQ,Envoy Air,MKE,"Milwaukee, WI: General Mitchell International",24.0,1.0,1.0,0.0,0.0,34.0,0.0,MIA,JFK,06:35,06:49,07:54,08:04,on-time
2020,12,MQ,Envoy Air,ROC,"Rochester, NY: Greater Rochester International",12.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,DFW,07:34,07:46,08:50,09:04,on-time
2020,12,MQ,Envoy Air,RST,"Rochester, MN: Rochester International",28.0,4.0,1.0,1.0,2.0,16.0,30.0,DFW,SFO,23:53,00:03,01:11,01:37,delayed
2020,12,MQ,Envoy Air,RSW,"Fort Myers, FL: Southwest Florida International",14.0,0.0,0.0,0.0,0.0,0.0,0.0,SFO,DFW,15:52,16:03,17:17,17:35,delayed
2020,12,MQ,Envoy Air,STS,"Santa Rosa, CA: Charles M. Schulz - Sonoma County",1.0,0.0,0.0,0.0,0.0,0.0,0.0,DFW,JFK,09:32,09:45,10:59,11:14,on-time
2020,12,MQ,Envoy Air,SUX,"Sioux City, IA: Sioux Gateway Brig Gen Bud Day Field",28.0,1.0,0.0,0.0,1.0,0.0,0.0,LAX,JFK,23:13,23:26,01:12,01:25,on-time
2020,12,MQ,Envoy Air,TOL,"Toledo, OH: Toledo Express",1.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,MIA,12:12,12:25,13:23,13:49,delayed
2020,12,MQ,Envoy Air,TYS,"Knoxville, TN: McGhee Tyson",19.0,1.0,0.0,0.0,1.0,0.0,0.0,SFO,ATL,16:59,17:11,18:55,18:58,on-time
2020,12,NK,Spirit Air Lines,BUR,"Burbank, CA: Bob Hope",25.0,1.0,0.0,0.0,0.0,0.0,0.0,PHX,LAX,23:06,23:11,00:06,00:19,on-time
2020,12,OH,PSA Airlines Inc.,ALB,"Albany, NY: Albany International",12.0,0.0,0.0,0.0,0.0,0.0,0.0,DFW,SFO,14:07,14:19,15:08,15:37,delayed
2020,12,OH,PSA Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",18.0,1.0,0.0,0.0,0.0,0.0,0.0,SEA,LAX,10:22,10:30,11:30,11:46,delayed
2020,12,OH,PSA Airlines Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",32.0,2.0,0.0,1.0,0.0,0.0,21.0,ORD,SFO,15:50,15:52,17:39,17:43,on-time
2020,12,OH,PSA Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",20.0,1.0,0.0,0.0,0.0,0.0,0.0,SEA,LAX,20:34,20:45,21:44,22:03,delayed
2020,12,OH,PSA Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",79.0,1.0,0.0,0.0,0.0,0.0,0.0,JFK,LAX,17:53,18:02,19:14,19:31,delayed
2020,12,OH,PSA Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",31.0,3.0,1.0,0.0,2.0,15.0,0.0,DEN,ORD,22:16,22:29,23:17,23:39,delayed
2020,12,OH,PSA Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",2.0,0.0,0.0,0.0,0.0,0.0,0.0,DFW,ORD,23:19,23:31,01:19,01:23,on-time
2020,12,OH,PSA Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",2.0,1.0,0.0,1.0,0.0,0.0,32.0,JFK,PHX,16:50,16:51,18:01,18:12,on-time
2020,12,OH,PSA Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",42.0,2.0,2.0,0.0,0.0,93.0,0.0,DEN,JFK,04:43,04:44,06:37,07:01,delayed
2020,12,OH,PSA Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",84.0,1.0,1.0,0.0,0.0,33.0,0.0,SFO,ATL,21:35,21:49,23:31,23:46,on-time
2020,12,OH,PSA Airlines Inc.,MLB,"Melbourne, FL: Melbourne International",83.0,5.0,0.0,0.0,3.0,0.0,0.0,SEA,DFW,01:40,01:41,02:56,03:03,on-time
2020,12,OH,PSA Airlines Inc.,MOB,"Mobile, AL: Mobile Regional",19.0,1.0,1.0,0.0,0.0,20.0,0.0,DFW,LAX,04:40,04:47,05:48,06:04,delayed
2020,12,OH,PSA Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",61.0,6.0,2.0,0.0,0.0,68.0,0.0,MIA,DFW,09:05,09:18,10:39,11:08,delayed
2020,12,OH,PSA Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",21.0,1.0,0.0,0.0,1.0,0.0,0.0,SFO,DFW,05:15,05:15,06:46,06:55,on-time
2020,12,OH,PSA Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",15.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,DFW,08:45,08:52,10:18,10:48,delayed
2020,12,OH,PSA Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",35.0,4.0,2.0,0.0,1.0,107.0,0.0,ATL,DEN,05:54,05:59,07:38,07:44,on-time
2020,12,OH,PSA Airlines Inc.,PWM,"Portland, ME: Portland International Jetport",23.0,2.0,1.0,0.0,0.0,48.0,0.0,DFW,DEN,05:48,05:50,07:23,07:38,on-time
2020,12,OH,PSA Airlines Inc.,RAP,"Rapid City, SD: Rapid City Regional",1.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,ORD,05:40,05:45,07:34,07:39,on-time
2020,12,OH,PSA Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",3.0,0.0,0.0,0.0,0.0,0.0,0.0,LAX,DEN,00:13,00:20,01:45,02:04,delayed
2020,12,OH,PSA Airlines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",19.0,1.0,1.0,0.0,0.0,66.0,0.0,ATL,LAX,09:00,09:12,10:45,10:45,on-time
2020,12,OH,PSA Airlines Inc.,SGF,"Springfield, MO: Springfield-Branson National",62.0,2.0,2.0,0.0,0.0,92.0,0.0,SEA,JFK,16:08,16:13,17:45,18:04,delayed
2020,12,OO,SkyWest Airlines Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",88.0,17.0,17.0,0.0,0.0,1079.0,0.0,ATL,JFK,15:23,15:38,16:55,17:09,on-time
2020,12,OO,SkyWest Airlines Inc.,ABI,"Abilene, TX: Abilene Regional",61.0,2.0,0.0,0.0,1.0,0.0,0.0,DEN,SEA,15:13,15:17,16:26,16:35,on-time
2020,12,OO,SkyWest Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",332.0,37.0,25.0,3.0,0.0,1809.0,800.0,DEN,PHX,20:22,20:34,22:22,22:46,delayed
2020,12,OO,SkyWest Airlines Inc.,ABR,"Aberdeen, SD: Aberdeen Regional",62.0,7.0,6.0,1.0,0.0,494.0,108.0,ORD,LAX,03:57,04:06,05:42,05:46,on-time
2020,12,OO,SkyWest Airlines Inc.,ACV,"Arcata/Eureka, CA: California Redwood Coast Humboldt County",67.0,4.0,4.0,0.0,0.0,134.0,0.0,ORD,MIA,07:49,07:54,09:49,09:51,on-time
2020,12,OO,SkyWest Airlines Inc.,AEX,"Alexandria, LA: Alexandria International",51.0,6.0,6.0,0.0,0.0,308.0,0.0,MIA,SEA,22:40,22:49,00:26,00:53,delayed
2020,12,OO,SkyWest Airlines Inc.,ALB,"Albany, NY: Albany International",15.0,4.0,3.0,1.0,0.0,272.0,59.0,SEA,PHX,15:51,15:58,17:39,17:39,on-time
2020,12,OO,SkyWest Airlines Inc.,ALS,"Alamosa, CO: San Luis Valley Regional/Bergman Field",53.0,3.0,2.0,1.0,0.0,63.0,232.0,ORD,ATL,04:53,05:01,06:52,07:13,delayed
2020,12,OO,SkyWest Airlines Inc.,AMA,"Amarillo, TX: Rick Husband Amarillo International",28.0,4.0,3.0,0.0,0.0,95.0,0.0,ATL,JFK,04:55,05:08,06:37,06:39,on-time
2020,12,OO,SkyWest Airlines Inc.,APN,"Alpena, MI: Alpena County Regional",53.0,9.0,7.0,2.0,0.0,492.0,211.0,LAX,DFW,17:51,17:53,19:30,19:44,on-time
2020,12,OO,SkyWest Airlines Inc.,ASE,"Aspen, CO: Aspen Pitkin County Sardy Field",599.0,165.0,65.0,12.0,43.0,3717.0,2572.0,SFO,DFW,22:19,22:28,23:35,23:37,on-time
2020,12,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",102.0,10.0,6.0,3.0,1.0,130.0,105.0,MIA,SFO,00:01,00:12,01:58,01:58,on-time
2020,12,OO,SkyWest Airlines Inc.,ATW,"Appleton, WI: Appleton International",47.0,14.0,12.0,2.0,0.0,719.0,56.0,ORD,DFW,13:05,13:09,14:10,14:20,on-time
2020,12,OO,SkyWest Airlines Inc.,ATY,"Watertown, SD: Watertown Regional",53.0,6.0,4.0,2.0,0.0,257.0,274.0,LAX,DEN,17:44,17:45,19:10,19:18,on-time
2020,12,OO,SkyWest Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",109.0,18.0,13.0,2.0,1.0,511.0,148.0,ATL,PHX,01:18,01:28,02:55,03:21,delayed
2020,12,OO,SkyWest Airlines Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",37.0,4.0,4.0,0.0,0.0,195.0,0.0,MIA,ATL,05:13,05:27,07:09,07:28,delayed
2020,12,OO,SkyWest Airlines Inc.,BFF,"Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field",53.0,9.0,6.0,0.0,0.0,1069.0,0.0,JFK,DEN,16:56,17:00,18:54,19:00,on-time
2020,12,OO,SkyWest Airlines Inc.,BFL,"Bakersfield, CA: Meadows Field",86.0,9.0,4.0,0.0,0.0,865.0,0.0,MIA,LAX,05:11,05:20,06:23,06:34,on-time
2020,12,OO,SkyWest Airlines Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",31.0,10.0,7.0,2.0,1.0,419.0,269.0,SEA,MIA,06:20,06:28,07:37,07:43,on-time
2020,12,OO,SkyWest Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",107.0,21.0,16.0,1.0,0.0,673.0,46.0,LAX,PHX,22:40,22:54,23:46,23:46,on-time
2020,12,OO,SkyWest Airlines Inc.,BIL,"Billings, MT: Billings Logan International",276.0,42.0,27.0,2.0,2.0,2186.0,65.0,MIA,DEN,14:13,14:19,16:03,16:19,delayed
2020,12,OO,SkyWest Airlines Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",276.0,33.0,19.0,4.0,1.0,1150.0,273.0,DEN,MIA,20:46,20:58,22:41,23:01,delayed
2020,12,OO,SkyWest Airlines Inc.,BJI,"Bemidji, MN: Bemidji Regional",62.0,16.0,12.0,4.0,0.0,689.0,1128.0,SEA,JFK,23:43,23:58,01:08,01:18,on-time
2020,12,OO,SkyWest Airlines Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",40.0,10.0,8.0,1.0,0.0,1113.0,26.0,DEN,SEA,19:08,19:23,20:36,20:57,delayed
2020,12,OO,SkyWest Airlines Inc.,BNA,"Nashville, TN: Nashville International",397.0,59.0,38.0,5.0,2.0,1796.0,375.0,DFW,SEA,23:58,23:59,01:30,01:54,delayed
2020,12,OO,SkyWest Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",760.0,67.0,44.0,11.0,1.0,1973.0,687.0,SFO,ORD,00:41,00:43,02:10,02:22,on-time
2020,12,OO,SkyWest Airlines Inc.,BRD,"Brainerd, MN: Brainerd Lakes Regional",53.0,7.0,7.0,0.0,0.0,1776.0,0.0,LAX,SEA,01:15,01:27,02:19,02:44,delayed
2020,12,OO,SkyWest Airlines Inc.,BRO,"Brownsville, TX: Brownsville South Padre Island International",42.0,5.0,5.0,0.0,0.0,142.0,0.0,JFK,PHX,09:53,10:04,11:22,11:42,delayed
2020,12,OO,SkyWest Airlines Inc.,BTM,"Butte, MT: Bert Mooney",58.0,7.0,6.0,1.0,0.0,259.0,25.0,DEN,ATL,14:09,14:10,16:03,16:24,delayed
2020,12,OO,SkyWest Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",2.0,1.0,1.0,0.0,0.0,50.0,0.0,DFW,DEN,07:36,07:43,09:36,09:44,on-time
2020,12,OO,SkyWest Airlines Inc.,BUR,"Burbank, CA: Bob Hope",260.0,18.0,13.0,1.0,0.0,562.0,51.0,PHX,ATL,15:41,15:41,17:28,17:53,delayed
2020,12,OO,SkyWest Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",27.0,4.0,3.0,0.0,0.0,202.0,0.0,JFK,MIA,04:41,04:49,05:53,05:55,on-time
2020,12,YX,Republic Airline,MTJ,"Montrose/Delta, CO: Montrose Regional",15.0,1.0,0.0,0.0,1.0,0.0,0.0,PHX,LAX,08:57,09:03,10:15,10:40,delayed
2020,12,YX,Republic Airline,OMA,"Omaha, NE: Eppley Airfield",47.0,1.0,0.0,0.0,1.0,0.0,0.0,ORD,MIA,06:32,06:46,08:01,08:15,on-time
2020,12,YX,Republic Airline,PIA,"Peoria, IL: General Downing - Peoria International",15.0,1.0,0.0,0.0,0.0,0.0,0.0,MIA,SFO,10:46,10:59,12:30,13:00,delayed
2020,12,YX,Republic Airline,PVD,"Providence, RI: Theodore Francis Green State",48.0,2.0,1.0,0.0,0.0,73.0,0.0,SFO,SEA,21:22,21:27,22:50,23:16,delayed
2020,12,YX,Republic Airline,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",2.0,0.0,0.0,0.0,0.0,0.0,0.0,PHX,JFK,03:41,03:55,05:29,05:40,on-time
2020,12,YX,Republic Airline,SAT,"San Antonio, TX: San Antonio International",45.0,2.0,1.0,0.0,1.0,41.0,0.0,ORD,JFK,17:49,18:03,19:18,19:44,delayed
2020,12,YX,Republic Airline,SLC,"Salt Lake City, UT: Salt Lake City International",13.0,1.0,0.0,0.0,1.0,0.0,0.0,MIA,ORD,10:11,10:16,11:37,11:50,on-time
2020,12,YX,Republic Airline,TUL,"Tulsa, OK: Tulsa International",16.0,0.0,0.0,0.0,0.0,0.0,0.0,DFW,JFK,04:56,05:01,06:21,06:47,delayed
2020,12,YX,Republic Airline,TUS,"Tucson, AZ: Tucson International",17.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,MIA,06:27,06:38,07:52,08:14,delayed
2020,12,YX,Republic Airline,TVC,"Traverse City, MI: Cherry Capital",4.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,SEA,13:30,13:43,15:10,15:16,on-time
2020,12,YX,Republic Airline,TYS,"Knoxville, TN: McGhee Tyson",1.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,LAX,22:12,22:14,23:59,00:10,on-time
2020,12,YX,Republic Airline,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",8.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,ORD,20:37,20:49,22:03,22:23,delayed
2020,12,OO,SkyWest Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",204.0,34.0,22.0,5.0,2.0,1468.0,407.0,MIA,ORD,05:24,05:34,07:13,07:14,on-time
2020,12,OO,SkyWest Airlines Inc.,CDC,"Cedar City, UT: Cedar City Regional",53.0,3.0,3.0,0.0,0.0,94.0,0.0,SEA,DEN,05:21,05:36,06:44,07:01,delayed
2020,12,OO,SkyWest Airlines Inc.,CGI,"Cape Girardeau, MO: Cape Girardeau Regional",53.0,3.0,2.0,0.0,1.0,76.0,0.0,PHX,LAX,23:47,23:53,00:58,01:21,delayed
2020,12,OO,SkyWest Airlines Inc.,CHA,"Chattanooga, TN: Lovell Field",30.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,LAX,23:26,23:36,01:13,01:24,on-time
2020,12,OO,SkyWest Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",33.0,8.0,7.0,0.0,0.0,286.0,0.0,DFW,LAX,17:28,17:30,19:06,19:29,delayed
2020,12,OO,SkyWest Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",264.0,45.0,31.0,4.0,0.0,2752.0,851.0,PHX,ORD,00:53,01:04,02:50,03:06,delayed
2020,12,OO,SkyWest Airlines Inc.,CIU,"Sault Ste. Marie, MI: Chippewa County International",61.0,16.0,16.0,0.0,0.0,751.0,0.0,DEN,JFK,18:03,18:18,19:50,19:57,on-time
2020,12,OO,SkyWest Airlines Inc.,CKB,"Clarksburg/Fairmont, WV: North Central West Virginia",53.0,5.0,4.0,0.0,1.0,191.0,0.0,SEA,JFK,17:43,17:46,19:06,19:19,on-time
2020,12,OO,SkyWest Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",66.0,8.0,8.0,0.0,0.0,270.0,0.0,DEN,SFO,02:18,02:32,03:32,03:39,on-time
2020,12,OO,SkyWest Airlines Inc.,CLL,"College Station/Bryan, TX: Easterwood Field",26.0,3.0,3.0,0.0,0.0,101.0,0.0,MIA,DFW,01:17,01:32,02:42,02:44,on-time
2020,12,OO,SkyWest Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",99.0,13.0,11.0,1.0,0.0,1490.0,35.0,SFO,ATL,22:08,22:15,23:23,23:26,on-time
2020,12,OO,SkyWest Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",95.0,20.0,19.0,0.0,0.0,978.0,0.0,ORD,PHX,04:35,04:47,06:02,06:26,delayed
2020,12,OO,SkyWest Airlines Inc.,CMX,"Hancock/Houghton, MI: Houghton County Memorial",62.0,2.0,2.0,0.0,0.0,82.0,0.0,ORD,SEA,04:36,04:44,05:59,06:24,delayed
2020,12,OO,SkyWest Airlines Inc.,CNY,"Moab, UT: Canyonlands Field",31.0,2.0,1.0,0.0,0.0,26.0,0.0,SEA,DFW,10:14,10:22,11:23,11:46,delayed
2020,12,OO,SkyWest Airlines Inc.,COD,"Cody, WY: Yellowstone Regional",50.0,7.0,5.0,0.0,0.0,113.0,0.0,DEN,ORD,22:21,22:22,23:52,00:13,delayed
2020,12,OO,SkyWest Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",442.0,61.0,44.0,3.0,2.0,2587.0,232.0,ORD,SFO,01:16,01:28,03:12,03:21,on-time
2020,12,OO,SkyWest Airlines Inc.,CPR,"Casper, WY: Casper/Natrona County International",171.0,13.0,11.0,0.0,0.0,718.0,0.0,JFK,DFW,00:00,00:14,01:09,01:20,on-time
2020,12,OO,SkyWest Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",53.0,6.0,5.0,0.0,0.0,228.0,0.0,SEA,MIA,14:54,15:01,16:10,16:34,delayed
2020,12,OO,SkyWest Airlines Inc.,CYS,"Cheyenne, WY: Cheyenne Regional/Jerry Olson Field",31.0,3.0,2.0,0.0,0.0,591.0,0.0,ORD,PHX,22:04,22:17,23:39,23:53,on-time
2020,12,OO,SkyWest Airlines Inc.,DAL,"Dallas, TX: Dallas Love Field",48.0,1.0,1.0,0.0,0.0,26.0,0.0,ATL,DEN,10:48,10:49,11:59,12:08,on-time
2020,12,OO,SkyWest Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",7.0,1.0,1.0,0.0,0.0,16.0,0.0,MIA,PHX,07:00,07:07,08:54,09:19,delayed
2020,12,OO,SkyWest Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",53.0,2.0,0.0,0.0,1.0,0.0,0.0,JFK,ATL,20:58,21:10,22:37,23:03,delayed
2020,12,OO,SkyWest Airlines Inc.,DDC,"Dodge City, KS: Dodge City Regional",53.0,8.0,4.0,1.0,0.0,73.0,42.0,SEA,ATL,06:39,06:51,08:38,08:54,delayed
2020,12,OO,SkyWest Airlines Inc.,DEC,"Decatur, IL: Decatur Airport",53.0,5.0,2.0,0.0,0.0,72.0,0.0,ORD,MIA,07:17,07:28,08:24,08:47,delayed
2020,12,OO,SkyWest Airlines Inc.,DEN,"Denver, CO: Denver International",5707.0,1075.0,697.0,63.0,187.0,55215.0,9357.0,ATL,DEN,12:33,12:44,13:52,14:14,delayed
2020,12,OO,SkyWest Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1800.0,381.0,186.0,22.0,12.0,15376.0,1868.0,JFK,PHX,23:04,23:12,00:32,00:54,delayed
2020,12,OO,SkyWest Airlines Inc.,DIK,"Dickinson, ND: Dickinson - Theodore Roosevelt Regional",30.0,7.0,6.0,0.0,0.0,266.0,0.0,DFW,ATL,02:02,02:02,03:08,03:19,on-time
2020,12,OO,SkyWest Airlines Inc.,DRO,"Durango, CO: Durango La Plata County",282.0,27.0,16.0,1.0,1.0,510.0,40.0,JFK,DEN,15:18,15:30,16:47,16:47,on-time
2020,12,OO,SkyWest Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",163.0,24.0,14.0,0.0,1.0,765.0,0.0,SEA,DEN,12:58,13:08,14:02,14:13,on-time
2020,12,OO,SkyWest Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1709.0,264.0,196.0,59.0,3.0,18785.0,8267.0,ATL,SFO,02:53,03:03,04:02,04:27,delayed
2020,12,OO,SkyWest Airlines Inc.,DVL,"Devils Lake, ND: Devils Lake Regional",53.0,6.0,1.0,2.0,0.0,21.0,82.0,ORD,JFK,12:52,13:04,14:07,14:29,delayed
2020,12,OO,SkyWest Airlines Inc.,EAR,"Kearney, NE: Kearney Regional",61.0,9.0,8.0,0.0,0.0,229.0,0.0,ATL,JFK,05:45,05:52,06:53,06:56,on-time
2020,12,OO,SkyWest Airlines Inc.,EAU,"Eau Claire, WI: Chippewa Valley Regional",62.0,1.0,1.0,0.0,0.0,45.0,0.0,SEA,ATL,16:07,16:15,17:54,18:01,on-time
2020,12,OO,SkyWest Airlines Inc.,EGE,"Eagle, CO: Eagle County Regional",149.0,25.0,6.0,3.0,9.0,485.0,182.0,DEN,ATL,08:32,08:36,10:28,10:50,delayed
2020,12,OO,SkyWest Airlines Inc.,EKO,"Elko, NV: Elko Regional",56.0,5.0,3.0,1.0,1.0,64.0,695.0,ORD,SEA,01:25,01:27,02:55,03:07,on-time
2020,12,OO,SkyWest Airlines Inc.,ELP,"El Paso, TX: El Paso International",100.0,20.0,18.0,1.0,0.0,658.0,73.0,ATL,LAX,04:28,04:35,06:22,06:38,delayed
2020,12,OO,SkyWest Airlines Inc.,ESC,"Escanaba, MI: Delta County",53.0,7.0,6.0,1.0,0.0,1218.0,17.0,DFW,MIA,17:59,18:02,19:47,20:02,on-time
2020,12,OO,SkyWest Airlines Inc.,EUG,"Eugene, OR: Mahlon Sweet Field",381.0,35.0,19.0,8.0,1.0,780.0,734.0,JFK,ATL,20:00,20:05,21:58,22:08,on-time
2020,12,OO,SkyWest Airlines Inc.,FAI,"Fairbanks, AK: Fairbanks International",31.0,4.0,3.0,1.0,0.0,109.0,165.0,LAX,ATL,11:26,11:34,13:19,13:31,on-time
2020,12,OO,SkyWest Airlines Inc.,FAR,"Fargo, ND: Hector International",135.0,22.0,18.0,3.0,0.0,1519.0,197.0,ORD,SEA,09:57,10:11,11:24,11:42,delayed
2020,12,OO,SkyWest Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",538.0,60.0,28.0,8.0,1.0,1445.0,2309.0,SFO,DEN,11:06,11:07,12:25,12:55,delayed
2020,12,OO,SkyWest Airlines Inc.,FCA,"Kalispell, MT: Glacier Park International",153.0,26.0,21.0,2.0,2.0,1001.0,49.0,LAX,ATL,21:48,21:58,22:52,23:02,on-time
2020,12,OO,SkyWest Airlines Inc.,FLG,"Flagstaff, AZ: Flagstaff Pulliam",150.0,11.0,4.0,0.0,0.0,92.0,0.0,JFK,ATL,17:29,17:35,18:41,18:44,on-time
2020,12,OO,SkyWest Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,DEN,13:56,14:04,15:13,15:24,on-time
2020,12,OO,SkyWest Airlines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",135.0,23.0,16.0,1.0,1.0,761.0,22.0,DFW,ORD,04:41,04:53,06:25,06:52,delayed
2020,12,OO,SkyWest Airlines Inc.,FSM,"Fort Smith, AR: Fort Smith Regional",53.0,5.0,4.0,0.0,0.0,194.0,0.0,LAX,ORD,20:33,20:47,22:23,22:26,on-time
2020,12,OO,SkyWest Airlines Inc.,FWA,"Fort Wayne, IN: Fort Wayne International",206.0,37.0,30.0,3.0,0.0,2445.0,98.0,ORD,DEN,00:37,00:51,02:13,02:24,on-time
2020,12,OO,SkyWest Airlines Inc.,GCC,"Gillette, WY: Gillette Campbell County",55.0,8.0,7.0,0.0,0.0,268.0,0.0,ORD,ATL,20:04,20:06,21:15,21:31,delayed
2020,12,OO,SkyWest Airlines Inc.,GEG,"Spokane, WA: Spokane International",295.0,47.0,33.0,9.0,1.0,1364.0,840.0,SFO,DFW,21:58,21:59,23:22,23:42,delayed
2020,12,OO,SkyWest Airlines Inc.,GFK,"Grand Forks, ND: Grand Forks International",77.0,13.0,9.0,4.0,0.0,1120.0,281.0,SEA,ATL,22:51,22:52,00:49,01:10,delayed
